ds,yhat,yhat_lower,yhat_upper,industry,column
2021-09-01 00:00:00,2638828.411906909,2357918.80468608,2953888.062161012,Yellow Taxi,total_trips
2021-10-01 00:00:00,3215603.663856649,2918081.276382174,3505536.2376598176,Yellow Taxi,total_trips
2021-11-01 00:00:00,3079175.303857935,2787468.764195924,3371123.887126524,Yellow Taxi,total_trips
2021-12-01 00:00:00,3099309.387806352,2802727.8515959736,3399863.7715100925,Yellow Taxi,total_trips
2022-01-01 00:00:00,2536078.143469748,2231285.4637272987,2820286.622717404,Yellow Taxi,total_trips
2022-02-01 00:00:00,2664667.9641242214,2357503.7925828444,2991002.897061915,Yellow Taxi,total_trips
2022-03-01 00:00:00,3242501.9337411914,2935611.654802321,3543796.5012515574,Yellow Taxi,total_trips
2022-04-01 00:00:00,3281032.1442294028,2991376.7278264924,3580153.56500218,Yellow Taxi,total_trips
2022-05-01 00:00:00,3501251.505465697,3188149.044972728,3788693.503245191,Yellow Taxi,total_trips
2022-06-01 00:00:00,3457516.466119411,3163318.79991006,3781934.78133406,Yellow Taxi,total_trips
2022-07-01 00:00:00,3137046.0164587894,2818449.574321432,3445718.0915754773,Yellow Taxi,total_trips
2022-08-01 00:00:00,3066320.258491606,2774454.000362057,3381034.584759803,Yellow Taxi,total_trips
2022-09-01 00:00:00,3164970.1851503127,2860624.6873945133,3432422.484864977,Yellow Taxi,total_trips
2022-10-01 00:00:00,3676184.822551915,3372628.1852556,3991780.372164286,Yellow Taxi,total_trips
2022-11-01 00:00:00,3466319.394788855,3162138.5650876085,3755070.554920577,Yellow Taxi,total_trips
2022-12-01 00:00:00,3418586.4311189163,3150349.345244875,3723791.5450026286,Yellow Taxi,total_trips
2023-01-01 00:00:00,2795208.562492792,2501040.6686645444,3108534.9657267216,Yellow Taxi,total_trips
2023-02-01 00:00:00,2864221.613502029,2561235.404838914,3170398.810489217,Yellow Taxi,total_trips
2023-03-01 00:00:00,3378582.2899193782,3074028.405306788,3684742.548256105,Yellow Taxi,total_trips
2023-04-01 00:00:00,3349536.664899949,3044966.2845889763,3656859.911549438,Yellow Taxi,total_trips
2023-05-01 00:00:00,3504687.3925131224,3211916.18668376,3800841.506863219,Yellow Taxi,total_trips
2023-06-01 00:00:00,3458122.979989085,3171873.672856749,3770295.752649056,Yellow Taxi,total_trips
2023-07-01 00:00:00,3139794.337179695,2850250.868313975,3445209.0732182306,Yellow Taxi,total_trips
2023-08-01 00:00:00,3074252.345616455,2786973.1514822715,3392771.946535078,Yellow Taxi,total_trips
2023-09-01 00:00:00,3175824.6125836675,2884998.5410730466,3468133.815672622,Yellow Taxi,total_trips
2023-10-01 00:00:00,3684994.963966244,3381962.1541287424,3964903.859444654,Yellow Taxi,total_trips
2023-11-01 00:00:00,3467940.360128921,3173800.54473638,3770259.469037972,Yellow Taxi,total_trips
2023-12-01 00:00:00,3416447.488577906,3138919.5293996367,3723947.22741376,Yellow Taxi,total_trips
2024-01-01 00:00:00,2799385.285449236,2480080.4693737063,3075744.6191012007,Yellow Taxi,total_trips
2024-02-01 00:00:00,2874613.2892403,2571933.1184143405,3167073.0627609715,Yellow Taxi,total_trips
2024-03-01 00:00:00,3379765.964393733,3088539.567940976,3700838.6401255648,Yellow Taxi,total_trips
2024-04-01 00:00:00,3356050.092153773,3056686.7663614745,3640107.461880623,Yellow Taxi,total_trips
2024-05-01 00:00:00,3515023.8223621,3229577.1471349234,3812661.81360216,Yellow Taxi,total_trips
2024-06-01 00:00:00,3476971.8009043504,3196500.89166868,3771773.922500648,Yellow Taxi,total_trips
2024-07-01 00:00:00,3152892.5322014983,2862174.450623863,3463707.1282820227,Yellow Taxi,total_trips
2024-08-01 00:00:00,3071778.4294569264,2776144.689152402,3379135.582995621,Yellow Taxi,total_trips
2024-09-01 00:00:00,3164126.166819048,2863862.9722953653,3463849.753988033,Yellow Taxi,total_trips
2024-10-01 00:00:00,3677995.9591624336,3387872.737771876,3992483.235018125,Yellow Taxi,total_trips
2024-11-01 00:00:00,3482862.339337972,3170441.4933749703,3776761.336727928,Yellow Taxi,total_trips
2024-12-01 00:00:00,3443204.0883224746,3153500.702321891,3749878.492093742,Yellow Taxi,total_trips
2025-01-01 00:00:00,2808556.995066076,2514364.444537261,3076377.211405504,Yellow Taxi,total_trips
2025-02-01 00:00:00,2864709.948894893,2574766.648358125,3155743.4973245948,Yellow Taxi,total_trips
2025-03-01 00:00:00,3386418.350083131,3097698.401344597,3694130.028132633,Yellow Taxi,total_trips
2025-04-01 00:00:00,3360826.3601732207,3033219.364797446,3653740.768693483,Yellow Taxi,total_trips
2025-05-01 00:00:00,3518577.8096975125,3209293.426038137,3820401.917714309,Yellow Taxi,total_trips
2025-06-01 00:00:00,3477597.8272339925,3167881.6670904336,3789541.652812928,Yellow Taxi,total_trips
2025-07-01 00:00:00,3155127.5793026886,2855433.4379971894,3462132.376686689,Yellow Taxi,total_trips
2025-08-01 00:00:00,3079174.6173867765,2770054.62549185,3401805.047271885,Yellow Taxi,total_trips
2025-09-01 00:00:00,3174739.523688159,2834780.881388463,3491062.318316656,Yellow Taxi,total_trips
2025-10-01 00:00:00,3687521.050518846,3366305.754371062,4017986.329866421,Yellow Taxi,total_trips
2025-11-01 00:00:00,3484965.841230453,3174934.726164871,3802021.281009875,Yellow Taxi,total_trips
2025-12-01 00:00:00,3441179.211165924,3126515.916819396,3769968.605696096,Yellow Taxi,total_trips
2026-01-01 00:00:00,2811935.975138012,2468182.577171185,3144877.5102584222,Yellow Taxi,total_trips
2026-02-01 00:00:00,2874585.365483998,2549116.849434724,3230454.298802619,Yellow Taxi,total_trips
2026-03-01 00:00:00,3392860.236757827,3069302.109653552,3748234.1500918088,Yellow Taxi,total_trips
2026-04-01 00:00:00,3365489.6209079465,3018391.2724569105,3718360.516041108,Yellow Taxi,total_trips
2026-05-01 00:00:00,3521965.2318247207,3148971.100751922,3883788.8359713648,Yellow Taxi,total_trips
2026-06-01 00:00:00,3478145.6882723565,3090488.0805296944,3855161.065061057,Yellow Taxi,total_trips
2026-07-01 00:00:00,3157593.460347688,2793458.5349917323,3541745.6494425684,Yellow Taxi,total_trips
2026-08-01 00:00:00,3086834.8123527444,2713891.944210975,3470356.130622416,Yellow Taxi,total_trips
2026-09-01 00:00:00,3185477.482132628,2804149.4283041973,3601096.5519322963,Yellow Taxi,total_trips
2026-10-01 00:00:00,3696690.6812980655,3326327.8725605654,4107597.444706559,Yellow Taxi,total_trips
2026-11-01 00:00:00,3486823.7673578304,3084972.6588756754,3902843.5662848335,Yellow Taxi,total_trips
2026-12-01 00:00:00,3439089.42453176,3027356.3178274026,3879575.06072153,Yellow Taxi,total_trips
2027-01-01 00:00:00,2815710.784701969,2420597.2554428563,3256281.643010953,Yellow Taxi,total_trips
2027-02-01 00:00:00,2884723.835636252,2453203.150028496,3320348.008107997,Yellow Taxi,total_trips
2027-03-01 00:00:00,3399084.511986098,2933615.635028429,3857311.345957176,Yellow Taxi,total_trips
2027-04-01 00:00:00,3370038.886926164,2908779.060223177,3867231.68863496,Yellow Taxi,total_trips
2027-05-01 00:00:00,3525189.614506377,3060168.128478289,4017489.0211407584,Yellow Taxi,total_trips
2027-06-01 00:00:00,3478625.2019483014,2971513.3426450333,3992415.763714224,Yellow Taxi,total_trips
2027-07-01 00:00:00,3160296.559120496,2630561.938454294,3701379.1380013926,Yellow Taxi,total_trips
2027-08-01 00:00:00,3094754.567568763,2588193.7130991127,3626834.5357598457,Yellow Taxi,total_trips
2027-09-01 00:00:00,3196326.83456931,2688889.590371423,3763244.553370352,Yellow Taxi,total_trips
2027-10-01 00:00:00,3705497.18598418,3152798.9150122707,4290748.736426778,Yellow Taxi,total_trips
2027-11-01 00:00:00,3488442.582150376,2916717.4264460662,4048169.130311447,Yellow Taxi,total_trips
2027-12-01 00:00:00,3436949.7105993256,2829071.000285664,4064566.082486926,Yellow Taxi,total_trips
2028-01-01 00:00:00,2819887.507470709,2175512.8793678298,3420347.362953905,Yellow Taxi,total_trips
2028-02-01 00:00:00,2895115.51126177,2259133.205759852,3524323.696143231,Yellow Taxi,total_trips
2028-03-01 00:00:00,3400268.186415257,2731588.322505001,4089576.066035436,Yellow Taxi,total_trips
2028-04-01 00:00:00,3376552.314175273,2674537.73528708,4071842.32076046,Yellow Taxi,total_trips
2028-05-01 00:00:00,3535526.0443835314,2865653.661378648,4231112.429125503,Yellow Taxi,total_trips
2028-06-01 00:00:00,3497474.022925812,2780978.7944134064,4201344.095686475,Yellow Taxi,total_trips
2028-07-01 00:00:00,3173394.754222998,2461684.005798329,3935287.384987127,Yellow Taxi,total_trips
2028-08-01 00:00:00,3092280.651478398,2313482.6000967724,3842138.851890302,Yellow Taxi,total_trips
2028-09-01 00:00:00,3184628.388840596,2416347.2139699794,4013855.633869889,Yellow Taxi,total_trips
2028-10-01 00:00:00,3698498.181183885,2878699.040827514,4539983.21001842,Yellow Taxi,total_trips
2028-11-01 00:00:00,3503364.561359404,2665742.2389872875,4301147.419454451,Yellow Taxi,total_trips
2028-12-01 00:00:00,3463706.310343998,2634532.7136112982,4293143.571438896,Yellow Taxi,total_trips
2029-01-01 00:00:00,2829059.2170875403,1990622.5851169904,3667936.142005544,Yellow Taxi,total_trips
2029-02-01 00:00:00,2885212.170916393,1945973.6222951715,3767101.7180481167,Yellow Taxi,total_trips
2029-03-01 00:00:00,3406920.5721046003,2495623.932761509,4321199.901975793,Yellow Taxi,total_trips
2029-04-01 00:00:00,3381328.582194705,2434087.8378357748,4322775.429952357,Yellow Taxi,total_trips
2029-05-01 00:00:00,3539080.031718959,2538837.672348534,4513629.357041227,Yellow Taxi,total_trips
2029-06-01 00:00:00,3498100.049255424,2521718.376645884,4446344.355897794,Yellow Taxi,total_trips
2029-07-01 00:00:00,3175629.801324229,2147066.53691934,4173513.291167221,Yellow Taxi,total_trips
2029-08-01 00:00:00,3099676.8394082645,2060123.6292424127,4145315.929248119,Yellow Taxi,total_trips
2029-09-01 00:00:00,3195241.745709576,2137426.038193512,4223163.106564296,Yellow Taxi,total_trips
2029-10-01 00:00:00,3708023.2725403593,2569633.0327602075,4754901.556192365,Yellow Taxi,total_trips
2029-11-01 00:00:00,3505468.0632519056,2352731.7062580194,4634568.982699618,Yellow Taxi,total_trips
2029-12-01 00:00:00,3461681.4331875145,2313525.861865652,4549900.602757937,Yellow Taxi,total_trips
2021-01-01 00:00:00,4624.998998502784,4624.998998495958,4624.998998509568,Yellow Taxi,unique_vehicles
2021-02-01 00:00:00,4495.99961310328,4495.99961309639,4495.999613110043,Yellow Taxi,unique_vehicles
2021-03-01 00:00:00,4719.000659887333,4719.000659880254,4719.000659893578,Yellow Taxi,unique_vehicles
2021-04-01 00:00:00,4923.999016530414,4923.999016523887,4923.999016537245,Yellow Taxi,unique_vehicles
2021-05-01 00:00:00,5237.999418726676,5237.999418720023,5237.9994187332,Yellow Taxi,unique_vehicles
2021-06-01 00:00:00,5646.000886596045,5646.000886589425,5646.000886602571,Yellow Taxi,unique_vehicles
2021-07-01 00:00:00,5781.997975786789,5781.997975779842,5781.997975793847,Yellow Taxi,unique_vehicles
2021-08-01 00:00:00,5887.998617579642,5887.998617572953,5887.998617586532,Yellow Taxi,unique_vehicles
2021-09-01 00:00:00,6218.000258864817,6218.00025885829,6218.000258871377,Yellow Taxi,unique_vehicles
2021-10-01 00:00:00,6599.998867955037,6599.998867948486,6599.998867962003,Yellow Taxi,unique_vehicles
2021-11-01 00:00:00,6809.998759353223,6809.998759346702,6809.998759360239,Yellow Taxi,unique_vehicles
2021-12-01 00:00:00,6907.9990805773405,6907.999080570684,6907.999080583788,Yellow Taxi,unique_vehicles
2022-01-01 00:00:00,6652.997650271412,6652.99765026503,6652.997650278334,Yellow Taxi,unique_vehicles
2022-02-01 00:00:00,6733.998803580546,6733.998803574104,6733.998803587215,Yellow Taxi,unique_vehicles
2022-03-01 00:00:00,6984.000430998012,6984.0004309914775,6984.000431004966,Yellow Taxi,unique_vehicles
2022-04-01 00:00:00,7052.99950721486,7052.999507207923,7052.999507221413,Yellow Taxi,unique_vehicles
2022-05-01 00:00:00,7150.000575233708,7150.000575227114,7150.000575240413,Yellow Taxi,unique_vehicles
2022-06-01 00:00:00,7246.002875971403,7246.002875965007,7246.002875978745,Yellow Taxi,unique_vehicles
2022-07-01 00:00:00,7156.000879911966,7156.00087990494,7156.000879918912,Yellow Taxi,unique_vehicles
2022-08-01 00:00:00,7169.0025550546325,7169.002555047936,7169.0025550615,Yellow Taxi,unique_vehicles
2022-09-01 00:00:00,7380.005006456054,7380.005006449511,7380.005006462536,Yellow Taxi,unique_vehicles
2022-10-01 00:00:00,7585.004313255092,7585.004313249119,7585.004313261727,Yellow Taxi,unique_vehicles
2022-11-01 00:00:00,7685.004995200117,7685.004995192517,7685.004995206944,Yellow Taxi,unique_vehicles
2022-12-01 00:00:00,7791.00625789028,7791.006257883278,7791.006257896828,Yellow Taxi,unique_vehicles
2023-01-01 00:00:00,7737.005755325927,7737.005755319266,7737.005755332373,Yellow Taxi,unique_vehicles
2023-02-01 00:00:00,7886.006955516455,7886.006955510025,7886.006955522432,Yellow Taxi,unique_vehicles
2023-03-01 00:00:00,8119.008629411777,8119.008629404458,8119.008629418364,Yellow Taxi,unique_vehicles
2023-04-01 00:00:00,8172.00782388102,8172.0078238740925,8172.007823887822,Yellow Taxi,unique_vehicles
2023-05-01 00:00:00,8317.008969136896,8317.008969130384,8317.008969143324,Yellow Taxi,unique_vehicles
2023-06-01 00:00:00,8384.011275123165,8384.011275116325,8384.011275130293,Yellow Taxi,unique_vehicles
2023-07-01 00:00:00,8306.009283818228,8306.009283811383,8306.009283825151,Yellow Taxi,unique_vehicles
2023-08-01 00:00:00,8341.010929907468,8341.01092990072,8341.010929913988,Yellow Taxi,unique_vehicles
2023-09-01 00:00:00,8495.012855497014,8495.01285549038,8495.012855503452,Yellow Taxi,unique_vehicles
2023-10-01 00:00:00,8662.011719441554,8662.011719435022,8662.011719447904,Yellow Taxi,unique_vehicles
2023-11-01 00:00:00,8751.012094497588,8751.01209449046,8751.012094504518,Yellow Taxi,unique_vehicles
2023-12-01 00:00:00,8841.013057907872,8841.013057900855,8841.013057914299,Yellow Taxi,unique_vehicles
2024-01-01 00:00:00,8795.012223398428,8795.012223391557,8795.012223405127,Yellow Taxi,unique_vehicles
2024-02-01 00:00:00,8805.013116738231,8805.01311673184,8805.013116745053,Yellow Taxi,unique_vehicles
2024-03-01 00:00:00,8920.014562962688,8920.014562956216,8920.01456296938,Yellow Taxi,unique_vehicles
2024-04-01 00:00:00,9050.013272967764,9050.013272961463,9050.013272974697,Yellow Taxi,unique_vehicles
2024-05-01 00:00:00,9121.014099455617,9121.01409944888,9121.014099462423,Yellow Taxi,unique_vehicles
2024-06-01 00:00:00,9146.016039468945,9146.016039462642,9146.016039475317,Yellow Taxi,unique_vehicles
2024-07-01 00:00:00,9144.013658426467,9144.01365841986,9144.013658433283,Yellow Taxi,unique_vehicles
2024-08-01 00:00:00,9125.014822744526,9125.014822738263,9125.014822750978,Yellow Taxi,unique_vehicles
2024-09-01 00:00:00,9136.788192512118,9055.709645182074,9194.10619935013,Yellow Taxi,unique_vehicles
2024-10-01 00:00:00,9267.78059772901,9011.310374674122,9469.201742139889,Yellow Taxi,unique_vehicles
2024-11-01 00:00:00,9143.534887778222,8663.53302485422,9545.339497124776,Yellow Taxi,unique_vehicles
2024-12-01 00:00:00,9542.928886747051,8806.587130380763,10221.220063384872,Yellow Taxi,unique_vehicles
2025-01-01 00:00:00,9483.317387950468,8416.482283700898,10475.933853244753,Yellow Taxi,unique_vehicles
2025-02-01 00:00:00,9369.09588489644,7881.1015340089,10730.993580179713,Yellow Taxi,unique_vehicles
2025-03-01 00:00:00,9521.050778507655,7671.456315126919,11249.891639694948,Yellow Taxi,unique_vehicles
2025-04-01 00:00:00,9647.390894138767,7390.696793277505,11723.330301172608,Yellow Taxi,unique_vehicles
2025-05-01 00:00:00,9760.431084036469,7112.601368469649,12362.721279089852,Yellow Taxi,unique_vehicles
2025-06-01 00:00:00,9819.075044474128,6703.77808895874,12929.146830453335,Yellow Taxi,unique_vehicles
2025-07-01 00:00:00,9771.287312238914,6128.729386292604,13402.209893111907,Yellow Taxi,unique_vehicles
2025-08-01 00:00:00,9687.3769718913,5566.655389269785,13895.597153188512,Yellow Taxi,unique_vehicles
2025-09-01 00:00:00,9742.473125830697,5116.973500151399,14421.21917474462,Yellow Taxi,unique_vehicles
2025-10-01 00:00:00,9882.434235466477,4722.585870623595,15053.55225087063,Yellow Taxi,unique_vehicles
2025-11-01 00:00:00,9842.328710761443,4157.421102920254,15609.76419653392,Yellow Taxi,unique_vehicles
2025-12-01 00:00:00,10139.911177027192,3780.162459005831,16596.980259251428,Yellow Taxi,unique_vehicles
2026-01-01 00:00:00,10083.364724178946,3028.1913625976326,17274.77874598374,Yellow Taxi,unique_vehicles
2026-02-01 00:00:00,10010.6611872229,2294.729627097917,17760.152043833234,Yellow Taxi,unique_vehicles
2026-03-01 00:00:00,10121.832771821262,1775.5078810209184,18579.996872955013,Yellow Taxi,unique_vehicles
2026-04-01 00:00:00,10245.522235981633,1317.1360109170023,19318.482628552378,Yellow Taxi,unique_vehicles
2026-05-01 00:00:00,10400.8921320327,799.8268262595636,20088.696303269066,Yellow Taxi,unique_vehicles
2026-06-01 00:00:00,10491.778110724652,38.87242269676207,20859.072225255022,Yellow Taxi,unique_vehicles
2026-07-01 00:00:00,10396.824835266108,-910.4940170151656,21533.282830341817,Yellow Taxi,unique_vehicles
2026-08-01 00:00:00,10249.260989498933,-1793.059499793956,22175.659922326824,Yellow Taxi,unique_vehicles
2026-09-01 00:00:00,10349.127903524257,-2214.6688245734904,22782.64745265055,Yellow Taxi,unique_vehicles
2026-10-01 00:00:00,10498.541703080153,-2779.1282625449912,23623.07832074521,Yellow Taxi,unique_vehicles
2026-11-01 00:00:00,10541.104027540345,-3355.514819692544,24501.12337047962,Yellow Taxi,unique_vehicles
2026-12-01 00:00:00,10735.522294364007,-3738.999229476536,25428.084511653225,Yellow Taxi,unique_vehicles
2027-01-01 00:00:00,10683.50835963761,-4474.288176704782,26167.32136372729,Yellow Taxi,unique_vehicles
2027-02-01 00:00:00,10652.2246755603,-5653.745787041911,26938.227100818225,Yellow Taxi,unique_vehicles
2027-03-01 00:00:00,10722.388389472571,-6168.218316712211,27850.9788489505,Yellow Taxi,unique_vehicles
2027-04-01 00:00:00,10844.434336906885,-6731.535923207381,28968.352847783983,Yellow Taxi,unique_vehicles
2027-05-01 00:00:00,11042.363342208477,-7403.163939818892,29949.49972722467,Yellow Taxi,unique_vehicles
2027-06-01 00:00:00,11164.057770241723,-8219.895650069251,31017.77280870053,Yellow Taxi,unique_vehicles
2027-07-01 00:00:00,11020.628525405167,-9022.899665945122,31830.882720963407,Yellow Taxi,unique_vehicles
2027-08-01 00:00:00,10810.742825988304,-9927.90561939188,32769.292967978,Yellow Taxi,unique_vehicles
2027-09-01 00:00:00,10956.790199879302,-10679.616445466338,33838.77920919072,Yellow Taxi,unique_vehicles
2027-10-01 00:00:00,11116.091110566893,-11206.195072784813,34845.32870695324,Yellow Taxi,unique_vehicles
2027-11-01 00:00:00,11239.775299237474,-11918.660299492643,35975.18744271809,Yellow Taxi,unique_vehicles
2027-12-01 00:00:00,11329.77626264766,-13016.288140917568,37399.424834493206,Yellow Taxi,unique_vehicles
2028-01-01 00:00:00,11283.77542813832,-13875.80743769635,38109.22120592569,Yellow Taxi,unique_vehicles
2028-02-01 00:00:00,11293.77632147796,-14975.096628858344,39363.69564890299,Yellow Taxi,unique_vehicles
2028-03-01 00:00:00,11408.777767702471,-15498.693280689484,40968.33738524799,Yellow Taxi,unique_vehicles
2028-04-01 00:00:00,11538.776477707428,-16688.560688731133,41863.858565907656,Yellow Taxi,unique_vehicles
2028-05-01 00:00:00,11609.777304195786,-17366.28219053114,43187.51034523389,Yellow Taxi,unique_vehicles
2028-06-01 00:00:00,11634.779244208496,-18614.25007081057,44332.63306005006,Yellow Taxi,unique_vehicles
2028-07-01 00:00:00,11632.77686316641,-19287.16363594531,45762.75501159792,Yellow Taxi,unique_vehicles
2028-08-01 00:00:00,11613.778027484268,-19974.82561546252,47150.07324674071,Yellow Taxi,unique_vehicles
2028-09-01 00:00:00,11625.551397251818,-20585.171655587583,48402.04030331621,Yellow Taxi,unique_vehicles
2028-10-01 00:00:00,11756.543802468928,-22081.878670269696,49849.21392367924,Yellow Taxi,unique_vehicles
2028-11-01 00:00:00,11632.298092519126,-22654.35825024138,51238.4040148106,Yellow Taxi,unique_vehicles
2028-12-01 00:00:00,12031.692091486968,-23137.44524105544,52814.75697747002,Yellow Taxi,unique_vehicles
2029-01-01 00:00:00,11972.080592690343,-24318.921450794645,53610.54705449952,Yellow Taxi,unique_vehicles
2029-02-01 00:00:00,11857.859089636388,-25454.517007140952,54552.826096805344,Yellow Taxi,unique_vehicles
2029-03-01 00:00:00,12009.813983247686,-26432.02315625814,55899.496984082034,Yellow Taxi,unique_vehicles
2029-04-01 00:00:00,12136.154098878696,-27212.378942982494,57047.38561436477,Yellow Taxi,unique_vehicles
2029-05-01 00:00:00,12249.194288776782,-28193.8487417976,58253.25741400271,Yellow Taxi,unique_vehicles
2029-06-01 00:00:00,12307.8382492142,-28754.634295566288,59626.31157165236,Yellow Taxi,unique_vehicles
2029-07-01 00:00:00,12260.050516978936,-30416.36911845821,61343.74124181976,Yellow Taxi,unique_vehicles
2029-08-01 00:00:00,12176.140176631188,-31663.89173753708,62575.4213097952,Yellow Taxi,unique_vehicles
2029-09-01 00:00:00,12231.2363305708,-32923.32216543918,63861.83074697638,Yellow Taxi,unique_vehicles
2029-10-01 00:00:00,12371.197440206584,-34314.935552513045,64729.57197662565,Yellow Taxi,unique_vehicles
2029-11-01 00:00:00,12331.091915502057,-35379.03732325976,65601.86396741262,Yellow Taxi,unique_vehicles
2029-12-01 00:00:00,12628.674381767529,-36718.48044010623,66911.70061959581,Yellow Taxi,unique_vehicles
2021-01-01 00:00:00,7.710958996564178,7.454557451798263,7.976946986354411,Yellow Taxi,avg_hours_per_day_per_driver
2021-02-01 00:00:00,8.03275953220283,7.768470790016044,8.288678450423609,Yellow Taxi,avg_hours_per_day_per_driver
2021-03-01 00:00:00,8.21976569498448,7.957960717843006,8.494162039306616,Yellow Taxi,avg_hours_per_day_per_driver
2021-04-01 00:00:00,8.232684328717724,7.966944776300448,8.482364793982615,Yellow Taxi,avg_hours_per_day_per_driver
2021-05-01 00:00:00,8.269856598424369,8.029849044270751,8.520997860436891,Yellow Taxi,avg_hours_per_day_per_driver
2021-06-01 00:00:00,8.296261607272038,8.058707171803274,8.555768157921317,Yellow Taxi,avg_hours_per_day_per_driver
2021-07-01 00:00:00,7.973085616416818,7.740602361896769,8.231119825520336,Yellow Taxi,avg_hours_per_day_per_driver
2021-08-01 00:00:00,7.880965720737042,7.617373888289882,8.125872458127136,Yellow Taxi,avg_hours_per_day_per_driver
2021-09-01 00:00:00,7.932925506670518,7.684204425394877,8.196198621011787,Yellow Taxi,avg_hours_per_day_per_driver
2021-10-01 00:00:00,8.11388648730573,7.864287598592691,8.382138641373748,Yellow Taxi,avg_hours_per_day_per_driver
2021-11-01 00:00:00,8.064534005732906,7.817224969162285,8.329182806027038,Yellow Taxi,avg_hours_per_day_per_driver
2021-12-01 00:00:00,7.825682992628949,7.555143003655043,8.08813497785611,Yellow Taxi,avg_hours_per_day_per_driver
2022-01-01 00:00:00,7.336636282304495,7.071237085898994,7.6074053674505775,Yellow Taxi,avg_hours_per_day_per_driver
2022-02-01 00:00:00,7.645898242761673,7.386010765521102,7.910084300805835,Yellow Taxi,avg_hours_per_day_per_driver
2022-03-01 00:00:00,7.819390728136604,7.557322579650856,8.074241063612268,Yellow Taxi,avg_hours_per_day_per_driver
2022-04-01 00:00:00,7.829180863347426,7.56863702471553,8.077245192953917,Yellow Taxi,avg_hours_per_day_per_driver
2022-05-01 00:00:00,7.86242236078246,7.605131897514667,8.11144697989785,Yellow Taxi,avg_hours_per_day_per_driver
2022-06-01 00:00:00,7.883851333123458,7.621964172697354,8.138793067954289,Yellow Taxi,avg_hours_per_day_per_driver
2022-07-01 00:00:00,7.576060258929148,7.291854384505556,7.858717987338037,Yellow Taxi,avg_hours_per_day_per_driver
2022-08-01 00:00:00,7.490255355748231,7.22868010340519,7.751011844792825,Yellow Taxi,avg_hours_per_day_per_driver
2022-09-01 00:00:00,7.540530503248723,7.276429852297984,7.800486471611453,Yellow Taxi,avg_hours_per_day_per_driver
2022-10-01 00:00:00,7.709567618655792,7.456717611457395,7.964788857948347,Yellow Taxi,avg_hours_per_day_per_driver
2022-11-01 00:00:00,7.656526521521431,7.39142657203909,7.907415288350192,Yellow Taxi,avg_hours_per_day_per_driver
2022-12-01 00:00:00,7.424425507423475,7.167545892102276,7.682650931117028,Yellow Taxi,avg_hours_per_day_per_driver
2023-01-01 00:00:00,6.962766334530118,6.708098233778321,7.214924916604166,Yellow Taxi,avg_hours_per_day_per_driver
2023-02-01 00:00:00,7.258777111937695,6.991234412124269,7.498452236978333,Yellow Taxi,avg_hours_per_day_per_driver
2023-03-01 00:00:00,7.418868686176443,7.164688371138939,7.707124602660944,Yellow Taxi,avg_hours_per_day_per_driver
2023-04-01 00:00:00,7.425648273245342,7.163892142608211,7.667908750316061,Yellow Taxi,avg_hours_per_day_per_driver
2023-05-01 00:00:00,7.455001940198412,7.201633632530278,7.7107743960663155,Yellow Taxi,avg_hours_per_day_per_driver
2023-06-01 00:00:00,7.47166440493824,7.213393471449601,7.723217763488297,Yellow Taxi,avg_hours_per_day_per_driver
2023-07-01 00:00:00,7.179379262043131,6.904141606450153,7.448316416909861,Yellow Taxi,avg_hours_per_day_per_driver
2023-08-01 00:00:00,7.0995506234978265,6.840786177103004,7.369899535985359,Yellow Taxi,avg_hours_per_day_per_driver
2023-09-01 00:00:00,7.147748981220778,6.890999493781605,7.4008989063115616,Yellow Taxi,avg_hours_per_day_per_driver
2023-10-01 00:00:00,7.30475307297867,7.033797316644393,7.5735462271188,Yellow Taxi,avg_hours_per_day_per_driver
2023-11-01 00:00:00,7.2484710535840975,7.0023544994765246,7.52061887807943,Yellow Taxi,avg_hours_per_day_per_driver
2023-12-01 00:00:00,7.023714662414362,6.784617546314248,7.280630766657453,Yellow Taxi,avg_hours_per_day_per_driver
2024-01-01 00:00:00,6.58929982997002,6.320230565185325,6.849594003421762,Yellow Taxi,avg_hours_per_day_per_driver
2024-02-01 00:00:00,6.87137619819704,6.623456195652485,7.109488853479791,Yellow Taxi,avg_hours_per_day_per_driver
2024-03-01 00:00:00,7.015852346849434,6.754005499790332,7.272077834912433,Yellow Taxi,avg_hours_per_day_per_driver
2024-04-01 00:00:00,7.022639669811108,6.755402163450722,7.265117457395104,Yellow Taxi,avg_hours_per_day_per_driver
2024-05-01 00:00:00,7.0498518789384725,6.7834992441616855,7.300237935212185,Yellow Taxi,avg_hours_per_day_per_driver
2024-06-01 00:00:00,7.068988234724445,6.81663507149501,7.323302851458803,Yellow Taxi,avg_hours_per_day_per_driver
2024-07-01 00:00:00,6.78819058080127,6.527497426910354,7.06856798351082,Yellow Taxi,avg_hours_per_day_per_driver
2024-08-01 00:00:00,6.701800634032691,6.435806544062834,6.96794277492653,Yellow Taxi,avg_hours_per_day_per_driver
2024-09-01 00:00:00,6.738546315132436,6.470715132500083,6.987613766833513,Yellow Taxi,avg_hours_per_day_per_driver
2024-10-01 00:00:00,6.888175916514815,6.619776725642559,7.141144036946511,Yellow Taxi,avg_hours_per_day_per_driver
2024-11-01 00:00:00,6.844992258186542,6.590868380901213,7.113255842311538,Yellow Taxi,avg_hours_per_day_per_driver
