industry,column,changepoint_prior_scale,seasonality_prior_scale,seasonality_mode,mae,mape,smape,mse,rmse,training time
FHV - High Volume,unique_vehicles,0.01,0.01,multiplicative,5431.9758354226515,6.632450042705811,6.3739988092487945,36099880.06444381,6008.317573534526,0.5578551292419434
FHV - High Volume,unique_vehicles,0.01,0.05,additive,5414.338097076655,6.6217903834711365,6.3593855514776925,36500217.50310186,6041.540987455259,0.5997364521026611
FHV - High Volume,unique_vehicles,0.01,0.05,multiplicative,5608.817363222902,6.859888158459121,6.584673951772387,38266383.01524499,6185.9827849134035,0.5713696479797363
FHV - High Volume,unique_vehicles,0.01,0.1,additive,5429.098430835401,6.63904218150891,6.378441987906921,36235871.90536673,6019.623900657477,0.6850502490997314
FHV - High Volume,unique_vehicles,0.01,0.1,multiplicative,5609.582018740938,6.8603082691584785,6.58764267701604,37894404.0374833,6155.843080966513,0.7339379787445068
FHV - High Volume,unique_vehicles,0.01,1.0,additive,5840.310486952166,7.1365791236223375,6.834659445209652,42097900.45652483,6488.289486183922,0.620690107345581
FHV - High Volume,unique_vehicles,0.01,1.0,multiplicative,6202.8347225201915,7.573558960151076,7.244072124777469,46079109.819510244,6788.159531088691,0.5807952880859375
FHV - High Volume,unique_vehicles,0.01,5.0,additive,6039.472397249102,7.37974024641532,7.062596978342018,44345633.828120835,6659.251746864721,0.6404616832733154
FHV - High Volume,unique_vehicles,0.01,5.0,multiplicative,6507.10176489069,7.944586909899963,7.590845833218063,49831705.962257676,7059.1575957941095,0.6545650959014893
FHV - High Volume,unique_vehicles,0.01,10.0,additive,6032.787304870893,7.37159828415027,7.055382120161963,44222754.12475487,6650.019107096977,0.6940865516662598
FHV - High Volume,unique_vehicles,0.01,10.0,multiplicative,6541.2321129037955,7.985944375847759,7.628849140434386,50312555.13172809,7093.134365830672,0.6176197528839111
FHV - High Volume,unique_vehicles,0.01,15.0,additive,6035.329185876489,7.374647381568367,7.058476238250013,44224192.619366854,6650.127263396307,0.5720820426940918
FHV - High Volume,unique_vehicles,0.01,15.0,multiplicative,6543.802837216699,7.989205315535928,7.631876638535742,50356971.49573154,7096.264615678557,0.5322961807250977
FHV - High Volume,unique_vehicles,0.01,20.0,additive,6047.63692687701,7.38969736137743,7.071999632293135,44433026.48769993,6665.81026490403,0.6506638526916504
FHV - High Volume,unique_vehicles,0.01,20.0,multiplicative,6528.677111949398,7.9709948287423655,7.615116203515362,50150373.80726037,7081.69286309851,0.7334778308868408
FHV - High Volume,unique_vehicles,0.05,0.01,additive,1426.4351669632317,1.7353772946730306,1.72693953292482,3411840.196109548,1847.1167250906337,0.9746181964874268
FHV - High Volume,unique_vehicles,0.05,0.01,multiplicative,1374.1234368789883,1.665401744787363,1.66807142756373,3200488.458330519,1788.990905044103,0.7055726051330566
FHV - High Volume,unique_vehicles,0.05,0.05,additive,6543.472062751974,7.910653423790018,8.29126709070374,49819771.33121216,7058.312215481274,26.638968467712402
FHV - High Volume,unique_vehicles,0.05,0.05,multiplicative,1014.6798786736157,1.2247477696985591,1.228175168856841,1954184.1618040719,1397.9213718246358,0.7893779277801514
FHV - High Volume,unique_vehicles,0.05,0.1,additive,1703.4170428067457,2.067008945487739,2.097284866833685,4079415.6496733483,2019.756334232758,25.934093236923218
FHV - High Volume,unique_vehicles,0.05,0.1,multiplicative,2345.6095788651037,2.858756877033961,2.9120482605199802,7025185.986851476,2650.506741521605,27.741307020187378
FHV - High Volume,unique_vehicles,0.05,1.0,additive,2184.155748320633,2.648869790168293,2.6946032968888582,6141976.1711273035,2478.301065473544,26.571638345718384
FHV - High Volume,unique_vehicles,0.05,1.0,multiplicative,3147.810481156737,3.830665620195197,3.9184554179482944,11560938.933514148,3400.138075654303,27.661433458328247
FHV - High Volume,unique_vehicles,0.05,5.0,additive,1660.2628012059092,2.014900643429371,2.0433299468755712,3842613.7858760986,1960.2586017860242,16.37213110923767
FHV - High Volume,unique_vehicles,0.05,5.0,multiplicative,1511.690317685153,1.8483716329573705,1.875264483233144,3573464.0587321245,1890.3608276549016,28.162884950637817
FHV - High Volume,unique_vehicles,0.05,10.0,additive,1550.1967055442037,1.8819925635853028,1.906026803438822,3303471.0448786616,1817.5453350270693,12.581046104431152
FHV - High Volume,unique_vehicles,0.05,10.0,multiplicative,1503.0684589045377,1.8370740642637287,1.8633169940508747,3504794.851675043,1872.1097328081607,28.22279644012451
FHV - High Volume,unique_vehicles,0.05,15.0,additive,1998.6615350661511,2.42406205481092,2.4640567289616766,5375624.202939037,2318.5392390337147,27.889421224594116
FHV - High Volume,unique_vehicles,0.05,15.0,multiplicative,1589.2590729939475,1.9429710595135277,1.9722695178224872,3877404.343001285,1969.112577533668,28.42532968521118
FHV - High Volume,unique_vehicles,0.05,20.0,additive,1681.9134001580242,2.0410644816564445,2.070637985199556,3986234.8671773276,1996.555751081679,27.417782068252563
FHV - High Volume,unique_vehicles,0.05,20.0,multiplicative,1545.0220744257506,1.8887743999349382,1.9164481931940862,3677461.54045216,1917.6708634309903,28.061629056930542
FHV - High Volume,unique_vehicles,0.1,0.01,additive,1540.9641731077802,1.87850540916755,1.8624307787422398,3846066.296078611,1961.1390302777136,0.7750544548034668
FHV - High Volume,unique_vehicles,0.1,0.01,multiplicative,1526.5926166315403,1.8595993680740095,1.847545123314762,3664354.564737236,1914.2503923826778,0.88181471824646
FHV - High Volume,unique_vehicles,0.1,0.05,additive,2631.2393351313913,3.179920890667808,3.247815272206825,9158901.11770594,3026.3676441744383,27.056681156158447
FHV - High Volume,unique_vehicles,0.1,0.05,multiplicative,1199.3421332172718,1.4560427272282594,1.4685409735975294,2107275.755861752,1451.6458782574186,27.868220567703247
FHV - High Volume,unique_vehicles,0.1,0.1,additive,1297.5209901063088,1.5768619586188999,1.5774058997885723,2241216.6024857084,1497.0693379017914,26.71617555618286
FHV - High Volume,unique_vehicles,0.1,0.1,multiplicative,3492.881750974159,4.245783760124492,4.350173231526991,13775445.061828166,3711.5286691373094,27.98511028289795
FHV - High Volume,unique_vehicles,0.1,1.0,additive,1884.271031770376,2.287204859246559,2.3230029707548403,4803912.702048415,2191.7829961126204,27.17268395423889
FHV - High Volume,unique_vehicles,0.1,1.0,multiplicative,3441.617383233359,4.186646240489254,4.289819973125102,13576205.456006078,3684.5902697594584,28.17359209060669
FHV - High Volume,unique_vehicles,0.1,5.0,additive,1639.4315468794036,1.9846855744101086,2.0138773918620907,3953661.1714472487,1988.3815457419757,27.207825422286987
FHV - High Volume,unique_vehicles,0.1,5.0,multiplicative,2755.8985312432014,3.357596142075916,3.4268825385861823,9115186.703938758,3019.13674813493,23.72054958343506
FHV - High Volume,unique_vehicles,0.1,10.0,additive,1107.0738438547585,1.3394935087047282,1.3495088263764312,1846598.642326319,1358.8961116753255,26.839595794677734
FHV - High Volume,unique_vehicles,0.1,10.0,multiplicative,2401.5250749407387,2.9298246854249586,2.9889143886909477,7753925.040333617,2784.5870502344897,27.948198318481445
FHV - High Volume,unique_vehicles,0.1,15.0,additive,2651.408115553529,3.213445958921896,3.2766984904107552,8486636.902014641,2913.1832935836087,26.97198748588562
FHV - High Volume,unique_vehicles,0.1,15.0,multiplicative,1521.0483512577666,1.8595223963255252,1.8863545627066414,3574587.3165728278,1890.6579057494318,27.897095680236816
FHV - High Volume,unique_vehicles,0.1,20.0,additive,2192.908042579523,2.659180759626961,2.705598585290887,6234612.127929696,2496.920528957559,26.854718685150146
FHV - High Volume,unique_vehicles,0.1,20.0,multiplicative,1806.0592787892492,2.2044227624264288,2.237296200147883,4490197.442518197,2119.008598972217,27.920443296432495
FHV - High Volume,unique_vehicles,0.15,0.01,additive,1682.3281741084404,2.0595576762685273,2.0355310954794468,4272723.058178433,2067.056617071345,27.44048547744751
FHV - High Volume,unique_vehicles,0.15,0.01,multiplicative,3531.1699596514904,4.245430951925094,4.377465493554272,17958555.44107704,4237.753584279888,28.138416528701782
FHV - High Volume,unique_vehicles,0.15,0.05,additive,2065.363658371955,2.511118057601015,2.5089336735399046,5183804.627691372,2276.7970106470566,26.76828622817993
FHV - High Volume,unique_vehicles,0.15,0.05,multiplicative,3950.71968799476,4.763470548338719,4.912483025672148,19966849.101522207,4468.428034725658,28.159442901611328
FHV - High Volume,unique_vehicles,0.15,0.1,additive,4664.320984505874,5.659816013872252,5.847373784355165,24641054.369041633,4963.975661608509,12.49843692779541
FHV - High Volume,unique_vehicles,0.15,0.1,multiplicative,1183.9908967579843,1.437824706232516,1.4280333553496396,1924699.6088922198,1387.3354348866824,27.789471864700317
FHV - High Volume,unique_vehicles,0.15,1.0,additive,5078.738121462677,6.1290007828015165,6.368792350137476,31799174.641000878,5639.07569030607,26.598502159118652
FHV - High Volume,unique_vehicles,0.15,1.0,multiplicative,1722.5102348277167,2.1045897166175354,2.1380476216145383,4410341.199914341,2100.0812365035645,26.823485374450684
FHV - High Volume,unique_vehicles,0.15,5.0,additive,6506.503220961934,7.876139815649723,8.24347335997032,48004973.72462567,6928.562168633956,27.606847286224365
FHV - High Volume,unique_vehicles,0.15,5.0,multiplicative,2993.723120623785,3.6458748843229993,3.7258189775796287,10512981.697784912,3242.372849902508,27.26863718032837
FHV - High Volume,unique_vehicles,0.15,10.0,additive,1701.3442767625882,2.063115426549296,2.0920162902041786,3957462.437519481,1989.3371854764796,26.739577054977417
FHV - High Volume,unique_vehicles,0.15,10.0,multiplicative,1240.698089487864,1.5135474550152044,1.527588219720823,2160073.9475311986,1469.7190029155909,26.985469818115234
FHV - High Volume,unique_vehicles,0.15,15.0,additive,2994.9349798112294,3.670166501825984,3.5745234723268804,13886248.73008389,3726.425731191203,26.48647928237915
FHV - High Volume,unique_vehicles,0.15,15.0,multiplicative,1909.9845621857348,2.3337047038295355,2.3738506873861183,5271330.545003875,2295.937835613995,26.64986491203308
FHV - High Volume,unique_vehicles,0.15,20.0,additive,1280.4045188998632,1.5622687727584224,1.5815700873807532,2600364.623603362,1612.564610675604,26.86030077934265
FHV - High Volume,unique_vehicles,0.15,20.0,multiplicative,1972.5787241538735,2.4060599969202,2.4461877248739192,5295313.2468517395,2301.1547637766,27.629679441452026
FHV - High Volume,unique_vehicles,0.2,0.01,additive,1659.148231544664,2.007146671816041,2.0189425499749434,3852348.098551154,1962.7399467456594,26.649991989135742
FHV - High Volume,unique_vehicles,0.2,0.01,multiplicative,1356.744189961549,1.654619975620293,1.6329911856032626,3793950.5143783777,1947.8065905983524,27.175442457199097
FHV - High Volume,unique_vehicles,0.2,0.05,additive,2208.2431824295513,2.678559589887947,2.716817732649618,5795405.30872097,2407.3648059072743,27.30398917198181
FHV - High Volume,unique_vehicles,0.2,0.05,multiplicative,4501.040905998059,5.465912054148964,5.294902809284113,23973149.30873075,4896.2382814494185,27.191540956497192
FHV - High Volume,unique_vehicles,0.2,0.1,additive,2024.2217071420334,2.4443456545097915,2.4873106056361443,5828614.067699354,2414.2522792159384,26.09781551361084
FHV - High Volume,unique_vehicles,0.2,0.1,multiplicative,1284.79598041354,1.5612909628891976,1.5746121541494513,2301365.425868323,1517.0251895958495,26.950005054473877
FHV - High Volume,unique_vehicles,0.2,1.0,additive,1393.8093181524189,1.7041355734638188,1.7009549153696846,2787339.2925731535,1669.5326569352135,26.46932601928711
FHV - High Volume,unique_vehicles,0.2,1.0,multiplicative,6114.561077901156,7.432338221570069,7.748230705926714,40884462.31174845,6394.095894788289,27.595513343811035
FHV - High Volume,unique_vehicles,0.2,5.0,additive,5129.827277602263,6.224137168287727,6.444614101063665,28936314.168443512,5379.248476176157,26.510308265686035
FHV - High Volume,unique_vehicles,0.2,5.0,multiplicative,3420.428997412917,4.156914354390193,4.258037585936775,13359926.21961335,3655.123283777628,26.944886922836304
FHV - High Volume,unique_vehicles,0.2,10.0,additive,2148.180311238357,2.61075864218738,2.653657899226733,5728219.846029647,2393.3699768380247,26.547544717788696
FHV - High Volume,unique_vehicles,0.2,10.0,multiplicative,3888.1843636718936,4.728674668372439,4.8567244401162935,16814108.55060706,4100.501012145596,27.421409845352173
FHV - High Volume,unique_vehicles,0.2,15.0,additive,1772.2994890825914,2.170199749620759,2.1552549047936895,4122217.838198965,2030.3245647430276,26.54963445663452
FHV - High Volume,unique_vehicles,0.2,15.0,multiplicative,1451.9346247598623,1.7701802332553762,1.792611495400534,3126738.40900442,1768.2585809220382,28.468109846115112
FHV - High Volume,unique_vehicles,0.2,20.0,additive,4721.535432739525,5.729733388057995,5.918054261566533,24782035.10225587,4978.155793288904,26.81433629989624
FHV - High Volume,unique_vehicles,0.2,20.0,multiplicative,4540.101748020526,5.5134733088700205,5.688445619407807,22982556.187177926,4794.012535150271,26.78318500518799
FHV - High Volume,avg_hours_per_day_per_driver,0.01,0.01,additive,0.2623276481595503,4.121807939708203,4.215337789876424,0.07416465560670686,0.2723318850349824,0.5821371078491211
FHV - High Volume,avg_hours_per_day_per_driver,0.01,0.01,multiplicative,0.26127143825427906,4.1047880259785625,4.197081348772571,0.07323568388371947,0.2706209228491387,0.9984986782073975
FHV - High Volume,avg_hours_per_day_per_driver,0.01,0.05,additive,0.26007308565073134,4.086459373283812,4.178552749977288,0.07302726985440709,0.2702355821397454,0.6063690185546875
FHV - High Volume,avg_hours_per_day_per_driver,0.01,0.05,multiplicative,0.11274598125887299,1.773140057958061,1.7898688327053793,0.014948632898305309,0.12226460198399743,0.6104917526245117
FHV - High Volume,avg_hours_per_day_per_driver,0.01,0.1,additive,0.25465606341793556,4.001601013928641,4.088651505985119,0.06908828532089117,0.2628465052476277,0.6541171073913574
FHV - High Volume,avg_hours_per_day_per_driver,0.01,0.1,multiplicative,0.15562804094829077,2.442924542021375,2.477664345620794,0.02803837188157163,0.16744662397782653,0.6001086235046387
FHV - High Volume,avg_hours_per_day_per_driver,0.01,1.0,additive,0.0875668122163414,1.388007180447452,1.3977299339369949,0.013494632653810566,0.11616640070954495,0.6383707523345947
FHV - High Volume,avg_hours_per_day_per_driver,0.01,1.0,multiplicative,0.08820485107543363,1.3982535408015584,1.4078442126749589,0.013170305950853514,0.11476195341163166,0.6727373600006104
FHV - High Volume,avg_hours_per_day_per_driver,0.01,5.0,additive,0.24709029326520046,3.886847082012341,3.97573098581764,0.07011359101212779,0.2647897109257227,0.6085546016693115
FHV - High Volume,avg_hours_per_day_per_driver,0.01,5.0,multiplicative,0.24784463381237284,3.8980389897203116,3.986674340281886,0.06996405958769819,0.2645072013909984,0.728325366973877
FHV - High Volume,avg_hours_per_day_per_driver,0.01,10.0,additive,0.08761300050951704,1.3891786933754633,1.3990457995418215,0.013145092880589572,0.11465205135796556,0.5771608352661133
FHV - High Volume,avg_hours_per_day_per_driver,0.01,10.0,multiplicative,0.08901788097605245,1.4109453226825108,1.4209952571811468,0.013066138924751154,0.11430721291655725,0.624276876449585
FHV - High Volume,avg_hours_per_day_per_driver,0.01,15.0,additive,0.25050838679158516,3.9407687797823385,4.03185651151208,0.07183035382759281,0.2680118538938023,0.6160831451416016
FHV - High Volume,avg_hours_per_day_per_driver,0.01,15.0,multiplicative,0.088846077376729,1.4082299896415527,1.4179733307744364,0.013301086501713537,0.1153303364328464,0.6791098117828369
FHV - High Volume,avg_hours_per_day_per_driver,0.01,20.0,additive,0.08760488676584566,1.388738677917028,1.3983350598215092,0.013573165685821143,0.11650392991578071,0.6434690952301025
